"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2026","Purdue Fort Wayne",72.0775,124,70.5969,144,96.5892,295,104.265,234,123.192,343,112.254,284,-7.98818,268
"2026","Queens",69.5713,216,69.6673,208,115.919,83,112.349,92,120.7,327,115.712,342,-3.36293,200
"2026","Quinnipiac",72.4625,112,72.9373,42,99.3816,265,104.428,229,107.442,178,107.124,153,-2.69606,187
"2026","Radford",73.8482,73,72.4676,59,97.0655,287,103.738,246,116.513,297,111.693,267,-7.95545,267
"2026","Rhode Island",67.3521,295,69.1452,226,113.025,104,109.997,119,99.8445,98,104.267,102,5.72934,112
"2026","Rice",69.219,230,68.6803,259,100.577,244,105.514,209,113.449,268,111.433,257,-5.91958,230
"2026","Richmond",73.0406,91,69.3155,218,125.507,22,112.538,84,94.9695,48,105.414,121,7.12485,100
"2026","Rider",68.1813,267,69.0353,235,79.0327,364,99.1001,329,131.274,364,114.269,329,-15.1693,339
"2026","Robert Morris",66.1611,331,69.0038,236,99.9717,253,104.378,231,116.413,296,108.855,192,-4.47669,211
"2026","Rutgers",66.6979,318,68.2388,280,107.343,164,107.428,164,101.96,119,105.392,119,2.03639,132
"2026","Sacramento St.",71.6375,144,71.9105,82,94.5298,313,101.66,284,111.537,243,110.908,246,-9.24848,280
"2026","Sacred Heart",69.7411,209,70.8863,130,107.884,158,107.272,167,122.976,341,116.27,348,-8.99829,278
"2026","Saint Francis",73.185,86,71.3858,110,85.9442,353,94.6883,359,123.477,344,115.547,340,-20.8584,360
"2026","Saint Joseph's",74.1825,61,71.6262,95,102.314,230,105.487,210,112.055,251,106.499,142,-1.0116,160
"2026","Saint Louis",77.795,10,73.6413,23,122.698,32,114.54,66,87.9118,14,99.351,36,15.1889,50
"2026","Saint Mary's",67.5825,286,66.2522,348,126.083,19,117.83,42,90.1656,25,97.4113,20,20.419,26
"2026","Saint Peter's",68.235,265,67.3414,320,99.4587,263,99.29,324,113.411,267,110.999,249,-11.7091,307
"2026","Sam Houston St.",71.7458,138,70.6362,138,108.738,146,108.361,142,117.633,308,109.681,215,-1.32008,163
"2026","Samford",68.0069,274,67.8252,303,109.41,140,108.168,146,114.37,277,112.966,306,-4.79828,215
"2026","San Diego",68.075,272,70.8055,134,108.41,152,105.885,202,109.873,211,112.077,279,-6.1911,236
"2026","San Diego St.",70.0225,202,69.7112,200,104.353,207,112.894,81,100.151,102,98.6434,30,14.2502,57
"2026","San Francisco",67.2525,299,68.7906,253,115.659,85,114.292,68,100.862,109,101.892,79,12.4004,70
"2026","San Jose St.",67.1781,302,67.424,317,107.62,161,108.82,137,117.374,305,109.745,217,-0.925507,159
"2026","Santa Clara",67.9875,275,70.1387,174,119.631,59,115.868,60,92.5581,32,101.462,72,14.406,55
"2026","Seattle",72.3375,117,70.2601,165,113.838,99,108.125,147,99.0835,89,102.263,84,5.86168,110
"2026","Seton Hall",65.9938,335,67.223,323,113.736,101,109.321,129,87.1973,10,97.2083,18,12.1129,73
"2026","Siena",64.5521,356,67.1138,331,109.851,134,106.442,185,101.175,112,108.205,178,-1.76279,172
"2026","SIUE",67.6937,283,68.1082,289,100.674,242,102.109,267,104.266,145,105.633,128,-3.5236,203
"2026","SMU",76.5696,18,72.8964,43,120.721,47,117.751,43,95.3849,52,101.219,68,16.5319,43
"2026","South Alabama",65.7896,341,65.9029,356,109.783,138,106.076,196,105.409,158,108.479,185,-2.40393,183
"2026","South Carolina",68.4824,255,68.3346,277,117.252,71,113.937,72,102.45,126,104.481,105,9.45647,89
"2026","South Carolina St.",74.1562,63,72.5104,57,88.0198,347,95.8114,356,116.81,300,113.187,312,-17.3751,349
"2026","South Dakota",73.9262,70,72.9946,40,105.783,189,105.11,215,113.058,263,115.315,335,-10.2047,287
"2026","South Dakota St.",68.9812,236,70.3325,159,110.628,128,109.313,130,98.7237,84,107.756,168,1.55762,136
"2026","South Florida",79.065,5,74.2443,14,127.263,16,116.255,57,102.091,120,105.423,122,10.8313,84
"2026","Southeast Missouri",74.8219,45,73.1009,36,98.0195,280,102.526,262,122.278,337,109.921,222,-7.39567,255
"2026","Southeastern Louisiana",68.6875,249,69.0536,234,86.8461,351,99.28,325,106.343,166,106.914,149,-7.63436,259
"2026","Southern",75.9744,23,73.0505,37,98.4614,273,103.963,243,120.657,325,107.076,152,-3.1128,193
"2026","Southern Illinois",72.4306,113,71.6662,92,112.974,105,109.388,126,106.408,168,106.331,137,3.0571,129
"2026","Southern Indiana",76.6825,15,73.7326,20,94.132,316,98.949,332,111.38,240,111.842,272,-12.8926,320
"2026","Southern Miss",65.8989,337,67.8541,300,115.976,82,107.832,154,114.202,276,112.679,298,-4.84685,216
"2026","Southern Utah",74.8475,44,71.9815,76,92.8674,328,101.757,276,129.433,362,114.983,332,-13.2259,323
"2026","St. Bonaventure",66.57,320,67.7652,306,117.955,68,111.265,108,102.162,122,106.374,138,4.89047,114
"2026","St. John's",78.465,8,73.8876,19,121.354,44,121.257,13,94.2777,40,97.1497,16,24.107,16
"2026","St. Thomas",71.2094,161,70.0444,180,106.076,184,105.915,201,105.677,160,108.297,181,-2.382,182
"2026","Stanford",74.7025,46,72.4909,58,112.267,117,109.952,120,95.8327,57,101.691,78,8.26108,93
"2026","Stephen F. Austin",68.715,248,68.571,266,112.734,107,106.515,184,99.1277,90,105.278,116,1.23711,139
"2026","Stetson",72.21,119,70.3649,157,98.5356,272,100.95,296,113.356,266,115.145,333,-14.1951,334
"2026","Stonehill",70.6141,181,69.8084,194,89.3734,342,95.8639,355,108.002,182,109.918,221,-14.0542,331
"2026","Stony Brook",66.8562,314,68.6884,258,107.936,157,105.403,212,113.483,269,114.148,327,-8.74543,276
"2026","Syracuse",68.5392,252,70.8188,133,114.364,96,114.899,64,82.5068,2,99.8779,49,15.0208,51
"2026","Tarleton St.",71.9125,130,70.4237,153,108.325,155,106.11,195,116.003,293,109.244,200,-3.13375,194
"2026","TCU",71.74,140,69.5416,214,111.375,124,110.658,114,88.8498,19,99.7328,45,10.9253,83
"2026","Temple",67.885,278,69.7023,202,118.297,66,112.24,95,109.15,202,110.999,248,1.24093,138
"2026","Tennessee",71.725,141,69.6303,209,124.561,26,118.488,33,86.0103,8,92.3216,4,26.1665,12
"2026","Tennessee Martin",70.8525,171,69.075,230,103.436,218,101.922,272,106.195,164,108.881,193,-6.95959,248
"2026","Tennessee St.",79.0042,6,73.7116,21,93.3601,322,103.504,249,114.498,280,109.62,212,-6.11597,233
"2026","Tennessee Tech",71.4187,151,70.6951,137,98.359,274,98.5259,338,103.651,137,111.521,263,-12.9953,322
"2026","Texas",70.4229,186,70.0255,182,119.299,61,115.995,58,94.6215,45,99.2076,33,16.7877,42
"2026","Texas A&M",74.0208,66,71.9315,81,119.994,55,115.312,62,103.887,138,102.186,82,13.1262,66
"2026","Texas A&M Corpus Chris",71.875,132,69.5735,212,87.0821,350,100.957,295,109.953,212,107.918,176,-6.96192,249
"2026","Texas Southern",72.8367,99,71.9415,79,91.9438,332,100.948,297,128.89,360,113.679,318,-12.7306,318
"2026","Texas St.",67.7292,282,67.7203,307,99.4895,262,101.681,279,98.8021,86,105.094,112,-3.41313,201
"2026","Texas Tech",70.9167,168,68.8403,245,115.56,89,119.691,25,106.199,165,99.7727,47,19.9184,31
"2026","The Citadel",68.5031,254,68.3938,274,102.074,234,100.993,294,124.169,347,120.017,363,-19.0234,357
"2026","Toledo",70.0354,201,70.0587,178,115.352,92,113.029,79,109.11,199,112.651,296,0.378227,143
"2026","Towson",62.47,365,65.214,359,97.13,286,105.355,214,95.2899,50,102.21,83,3.14564,128
"2026","Troy",71.5424,149,70.2556,167,106.493,172,109.241,132,110.327,223,105.154,113,4.08674,118
"2026","Tulane",66.6861,319,68.5672,267,112.572,109,112.431,90,116.233,295,112.57,294,-0.138983,150
"2026","Tulsa",70.3719,188,69.1318,227,120.021,54,114.16,70,110.189,219,108.241,179,5.9189,109
"2026","UAB",74.3812,56,72.6554,51,112.492,113,112.255,93,100.898,110,105.51,125,6.74502,103
"2026","UC Davis",69.9875,203,69.9335,188,107.604,162,103.388,252,102.304,124,105.491,123,-2.10387,179
"2026","UC Irvine",70.8187,173,71.4198,108,96.3994,297,103.224,254,99.1352,91,101.25,70,1.9741,133
"2026","UC Riverside",70.7917,175,70.0968,176,104.404,205,104.055,240,106.85,174,110.907,245,-6.85217,245
"2026","UC San Diego",69.7031,214,69.6823,203,115.601,88,110.925,112,99.0175,88,106.115,133,4.80972,115
"2026","UC Santa Barbara",67.4247,292,68.5046,270,113.86,98,111.809,100,113.883,273,110.123,223,1.68554,135
"2026","UCF",71.9292,129,71.3473,113,120.961,46,117.199,50,108.217,186,104.259,100,12.94,68
"2026","UCLA",67.3833,294,66.9734,336,115.656,86,116.507,55,89.7419,23,95.5677,13,20.9394,21
"2026","UMass Lowell",71.2271,158,71.5871,101,94.9915,309,103.481,251,124.243,349,117.029,353,-13.5479,327
"2026","UMBC",69.1135,235,70.3093,162,96.7354,292,103.001,255,110.985,234,113.617,317,-10.6163,294
"2026","UNC Asheville",69.3063,226,68.73,256,104.394,206,106.404,187,112.397,257,112.713,299,-6.30927,237
"2026","UNC Greensboro",72.3009,118,69.6801,204,100.919,240,104.232,235,119.443,319,111.915,275,-7.68256,260
"2026","UNC Wilmington",67.5938,285,66.9884,335,117.113,72,112.53,86,102.759,128,107.741,167,4.78932,116
"2026","UNLV",76.9313,14,74.4252,12,115.989,81,113.667,74,106.766,173,106.903,148,6.76366,102
"2026","USC",75.3627,33,72.8361,44,117.044,74,117.454,45,95.3889,53,97.267,19,20.1871,28
"2026","USC Upstate",70.245,197,71.5191,106,99.4414,264,99.7677,316,110.065,216,113.169,310,-13.4016,325
"2026","UT Arlington",69.73,211,70.0523,179,100.234,250,104.13,239,98.406,77,105.519,126,-1.38958,164
"2026","UT Rio Grande Valley",71.9475,128,71.7524,89,106.052,185,107.87,152,115.132,285,110.538,238,-2.66781,186
"2026","Utah",73.1296,88,71.5171,107,116.417,79,111.407,104,107.38,177,107.648,165,3.75848,121
"2026","Utah St.",70.915,169,70.5413,146,121,45,120.204,21,94.5765,43,99.8712,48,20.3325,27
"2026","Utah Tech",68.3591,261,67.6461,310,99.6852,258,101.562,286,109.99,213,109.678,214,-8.11664,269
"2026","Utah Valley",72.025,125,70.8417,132,106.52,171,109.351,127,114.376,278,106.106,132,3.24457,127
"2026","UTEP",68.3042,263,69.2978,219,84.0971,358,99.3978,323,107.693,179,104.707,107,-5.30868,223
"2026","UTSA",67.5219,288,70.2473,168,97.5942,284,104.289,233,109.868,210,110.444,234,-6.15503,234
"2026","Valparaiso",68.0875,271,68.1202,286,103.698,213,104.715,219,104.028,139,109.742,216,-5.02741,220
"2026","Vanderbilt",74.1775,62,71.7134,90,138.798,1,124.735,5,98.3867,76,99.9491,51,24.7857,15
"2026","VCU",73.76,77,73.3894,31,118.679,64,113.189,78,96.9461,66,98.5097,27,14.6792,54
"2026","Vermont",68.8319,240,68.4555,271,115.672,84,109.909,121,113.797,272,111.464,260,-1.55442,169
"2026","Villanova",66.195,330,66.939,339,124.139,28,117.267,49,101.468,116,99.4452,40,17.8218,39
"2026","Virginia",68.2167,266,68.4443,273,126.854,18,119.253,27,98.3095,74,102.182,81,17.0702,41
"2026","Virginia Tech",73.3036,84,71.0616,124,122.497,37,116.765,52,96.4027,64,102.593,87,14.1719,59
"2026","VMI",69.8542,207,69.8099,193,99.7004,256,102.075,268,122.843,338,116.158,346,-14.0837,332
"2026","Wagner",68.4308,258,67.8873,298,97.4279,285,97.9155,345,112.713,261,111.442,259,-13.5265,326
"2026","Wake Forest",75.0502,40,72.6305,52,112.001,121,114.257,69,98.2702,73,98.6408,29,15.6164,48
"2026","Washington",70.2695,194,68.9724,239,116.266,80,115.969,59,97.6364,68,100.969,65,14.9992,52
"2026","Washington St.",68.915,238,69.928,189,115.295,93,110.965,111,114.706,283,111.726,268,-0.761712,155
"2026","Weber St.",72.9506,95,70.5484,145,106.09,183,105.828,204,110.6,228,111.439,258,-5.61096,225
"2026","West Georgia",70.2875,191,69.9617,186,97.6609,282,101.714,278,110.392,224,112.871,304,-11.1576,299
"2026","West Virginia",66.225,329,66.1857,351,107.693,160,110.188,118,90.8035,28,98.5868,28,11.6007,75
"2026","Western Carolina",73.6725,79,72.2862,66,92.1842,331,101.34,289,111.119,236,108.582,188,-7.24157,252
"2026","Western Illinois",66.8125,316,66.8798,340,95.9258,302,98.6016,336,115.558,287,116.665,350,-18.0639,353
"2026","Western Kentucky",76.0792,22,73.1862,33,115.65,87,107.443,163,101.209,113,107.366,155,0.0772367,147
"2026","Western Michigan",73.5229,80,71.5923,99,104.569,200,103.984,241,105.847,162,110.305,231,-6.32122,238
"2026","Wichita St.",68.15,269,69.0921,228,119.437,60,111.491,103,92.6524,33,102.564,86,8.92734,91
"2026","William & Mary",77.245,12,75.3326,5,99.3427,266,107.113,172,102.811,130,107.888,173,-0.775237,156
"2026","Winthrop",72.7667,104,71.9324,80,115.487,90,112.533,85,104.731,150,106.58,143,5.95327,108
"2026","Wisconsin",70.7925,174,70.2609,164,125.642,21,121.21,14,100.749,107,100.346,58,20.8635,23
"2026","Wofford",70.7575,177,69.5651,213,105.017,194,106.435,186,113.943,274,111.428,256,-4.99308,219
"2026","Wright St.",68.5281,253,68.0349,293,106.91,169,106.394,188,104.217,144,107.221,154,-0.826191,158
"2026","Wyoming",73.77,76,70.7238,136,111.117,127,106.672,182,94.4234,42,104.844,109,1.82785,134
"2026","Xavier",70.4589,185,71.5828,103,106.045,186,111.142,110,104.151,143,102.074,80,9.06759,90
"2026","Yale",67.1732,304,67.8391,302,127.63,14,119.895,22,110.665,229,108.706,190,11.1888,79
"2026","Youngstown St.",70.2708,193,70.4614,151,102.521,227,104.553,225,108.976,196,106.76,144,-2.20693,181
